id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
1522,2016-08-15,shot,knife,49,M,W,Sacramento,CA,False,attack,Not fleeing,False
1523,2016-08-15,shot,vehicle,26,F,W,Springfield,NC,True,undetermined,Not fleeing,False
1524,2016-08-16,shot,gun,46,M,B,Madison,MN,False,attack,Foot,False
1525,2016-08-16,shot,undetermined,51,M,W,Scottsdale,AZ,False,undetermined,Not fleeing,False
1526,2016-08-17,shot,gun,56,M,N,Riverside,NM,False,attack,Not fleeing,False
1527,2016-08-17,shot and Tasered,gun,80,M,B,Madison,AR,False,undetermined,Car,False
1528,2016-08-17,shot,knife,34,M,W,Lincoln,WI,False,undetermined,Not fleeing,True
1529,2016-08-18,shot and Tasered,knife,80,M,N,Springfield,VA,True,other,Car,False
1530,2016-08-18,shot,gun,41,M,O,Lincoln,TN,False,other,Not fleeing,False
1531,2016-08-18,shot,other,32,M,W,Georgetown,MS,False,attack,Not fleeing,True
1532,2016-08-19,shot,gun,35,M,B,Los Angeles,CA,True,other,Not fleeing,False
1533,2016-08-19,shot,gun,50,M,W,Madison,OH,False,other,Not fleeing,False
1534,2016-08-20,shot,gun,30,F,W,Riverside,MN,True,attack,Car,True
1535,2016-08-20,shot,gun,36,M,W,Springfield,MD,False,other,Foot,False
1536,2016-08-20,shot,other,46,F,B,Springfield,WI,False,undetermined,Foot,False
1537,2016-08-21,shot,knife,70,M,O,Springfield,VA,False,attack,Car,False
1538,2016-08-21,shot,gun,55,M,B,Lincoln,NM,False,attack,Not fleeing,False
1539,2016-08-22,shot,knife,41,M,W,Georgetown,NV,False,attack,Car,False
1540,2016-08-22,shot,unarmed,50,M,B,Riverside,MD,True,undetermined,Not fleeing,False
1541,2016-08-22,shot,knife,44,M,W,Riverside,WA,False,undetermined,Foot,False
1542,2016-08-23,shot and Tasered,gun,28,M,H,Georgetown,KY,True,other,Car,False
1543,2016-08-23,shot,knife,75,M,W,Lincoln,AL,False,other,Not fleeing,False
1544,2016-08-24,shot,gun,70,F,W,Lincoln,AR,False,undetermined,Not fleeing,True
1545,2016-08-24,shot and Tasered,other,40,M,W,Georgetown,TN,False,attack,Not fleeing,False
1546,2016-08-24,shot,vehicle,35,F,H,Tempe,AZ,True,other,Not fleeing,False
1547,2016-08-25,Tasered,gun,28,M,W,San Diego,CA,False,attack,Not fleeing,False
1548,2016-08-25,shot,gun,51,M,H,Lincoln,IN,False,undetermined,Foot,False
1549,2016-08-25,shot,gun,51,M,W,Springfield,MO,False,attack,Not fleeing,False
1550,2016-08-26,shot,knife,31,M,W,Tucson,AZ,False,other,Not fleeing,False
1551,2016-08-26,shot,gun,45,M,B,Austin,TX,False,attack,Not fleeing,False
1552,2016-08-27,shot,knife,54,M,O,Georgetown,AL,False,undetermined,Car,False
1553,2016-08-27,shot,unarmed,34,M,O,Springfield,AR,True,undetermined,Car,False
1554,2016-08-27,shot,gun,38,M,W,Madison,AL,False,attack,Not fleeing,False
1555,2016-08-28,shot,knife,38,M,W,Madison,TN,False,other,Not fleeing,False
1556,2016-08-28,shot,gun,32,M,W,Denver,CO,True,attack,Not fleeing,False
1557,2016-08-29,shot,gun,38,M,B,Phoenix,AZ,False,attack,Other,True
1558,2016-08-29,shot,gun,25,M,B,Oakland,CA,True,attack,Not fleeing,False
1559,2016-08-29,shot,knife,37,M,N,Georgetown,AR,False,undetermined,Foot,False
1560,2016-08-30,shot,other,38,M,O,San Francisco,CA,False,attack,Foot,False
1561,2016-08-30,shot,vehicle,40,M,W,Riverside,PA,False,attack,Not fleeing,False
1562,2016-08-31,shot,gun,48,M,B,Madison,WA,False,other,Car,False
1563,2016-08-31,shot,gun,27,M,A,Springfield,NY,False,undetermined,Not fleeing,False
1564,2016-08-31,shot,knife,29,M,H,Madison,KY,False,attack,Other,False
1565,2016-09-01,shot,gun,31,M,W,Oakland,CA,False,attack,Car,False
1566,2016-09-01,shot,vehicle,26,M,W,Lincoln,VA,False,other,Not fleeing,False
1567,2016-09-01,shot,gun,50,M,W,Oakland,CA,True,attack,Car,False
1568,2016-09-02,shot,gun,34,M,W,Sacramento,CA,False,attack,Not fleeing,False
1569,2016-09-02,shot,gun,40,M,W,Springfield,NC,False,attack,Not fleeing,False
1570,2016-09-03,shot,vehicle,31,M,W,Los Angeles,CA,False,attack,Car,False
1571,2016-09-03,shot,gun,36,M,B,Springfield,VA,True,attack,Not fleeing,True
1572,2016-09-03,shot,gun,45,M,W,Riverside,NY,True,other,Not fleeing,False
1573,2016-09-04,shot,gun,46,M,W,San Francisco,CA,True,attack,Car,False
1574,2016-09-04,shot,gun,29,M,W,Sacramento,CA,False,undetermined,Other,False
1575,2016-09-05,shot,other,40,M,H,Madison,MO,False,undetermined,Foot,True
1576,2016-09-05,shot,gun,31,M,H,Madison,SC,False,attack,Foot,False
1577,2016-09-05,shot,gun,39,M,B,Lincoln,NC,False,attack,Not fleeing,False
1578,2016-09-06,shot,gun,33,M,W,Riverside,LA,False,attack,Foot,False
1579,2016-09-06,shot,gun,77,M,O,Georgetown,SC,False,attack,Not fleeing,False
1580,2016-09-07,shot,gun,54,M,W,Lincoln,MO,False,attack,Not fleeing,False
1581,2016-09-07,shot,gun,47,M,W,Tampa,FL,False,attack,Not fleeing,False
1582,2016-09-07,shot,undetermined,37,M,W,Lincoln,MO,False,attack,Other,False
1583,2016-09-08,shot,gun,55,M,W,Lincoln,PA,False,attack,Not fleeing,False
1584,2016-09-08,shot,vehicle,40,M,W,Springfield,IL,True,other,Car,False
1585,2016-09-08,shot,other,74,M,N,Riverside,PA,False,attack,Not fleeing,False
1586,2016-09-09,shot,other,57,M,B,Springfield,WI,True,attack,Not fleeing,False
1587,2016-09-09,shot,gun,36,M,W,Dallas,TX,True,attack,Other,False
1588,2016-09-10,shot,other,70,M,O,Lincoln,WI,True,attack,Car,True
1589,2016-09-10,shot,knife,37,M,W,Riverside,NY,False,other,Foot,False
1590,2016-09-10,shot,gun,79,M,W,Madison,TN,False,attack,Not fleeing,False
1591,2016-09-11,shot and Tasered,undetermined,72,M,B,Los Angeles,CA,False,attack,Not fleeing,False
1592,2016-09-11,shot,gun,45,M,B,Lincoln,GA,True,undetermined,Not fleeing,False
1593,2016-09-12,shot,gun,25,M,W,Madison,MD,False,other,Not fleeing,False
1594,2016-09-12,shot,vehicle,44,F,W,Riverside,NV,True,other,Not fleeing,True
1595,2016-09-12,shot,knife,28,M,B,San Francisco,CA,False,attack,Not fleeing,True
1596,2016-09-13,shot,undetermined,33,M,H,Madison,NY,True,other,Not fleeing,True
1597,2016-09-13,shot,unarmed,34,M,B,San Francisco,CA,False,undetermined,Foot,False
1598,2016-09-14,shot,gun,28,M,W,Springfield,MI,False,attack,Foot,False
1599,2016-09-14,Tasered,gun,44,M,W,Georgetown,OR,False,undetermined,Not fleeing,False
1600,2016-09-14,shot,vehicle,32,M,W,San Francisco,CA,False,attack,Car,False
1601,2016-09-15,shot,gun,38,M,W,Lincoln,MS,False,attack,Not fleeing,False
1602,2016-09-15,shot,gun,34,M,O,Riverside,KY,False,other,Not fleeing,True
1603,2016-09-16,shot,gun,48,M,B,Fort Collins,CO,False,attack,Foot,False
1604,2016-09-16,shot,gun,47,M,W,Riverside,NV,False,attack,Not fleeing,False
1605,2016-09-16,shot,knife,37,M,H,Riverside,NC,False,other,Car,False
1606,2016-09-17,shot,gun,49,M,B,Lincoln,TN,False,other,Not fleeing,False
1607,2016-09-17,shot,gun,63,M,W,Denver,CO,True,attack,Foot,True
1608,2016-09-17,shot,gun,21,M,H,Tempe,AZ,False,attack,Car,False
1609,2016-09-18,shot,gun,33,M,A,Georgetown,NC,True,attack,Foot,False
1610,2016-09-18,shot,gun,30,M,B,Houston,TX,False,undetermined,Not fleeing,False
1611,2016-09-19,shot,undetermined,32,M,W,Riverside,AL,False,other,Not fleeing,False
1612,2016-09-19,shot,knife,20,M,B,Boulder,CO,True,undetermined,Not fleeing,True
1613,2016-09-19,shot and Tasered,gun,21,M,H,Springfield,GA,False,undetermined,Foot,False
1614,2016-09-20,shot,undetermined,18,M,W,Springfield,OR,False,attack,Not fleeing,False
1615,2016-09-20,shot,gun,34,M,W,Georgetown,WA,False,undetermined,Not fleeing,False
1616,2016-09-21,shot,knife,34,M,A,Lincoln,NY,True,other,Not fleeing,False
1617,2016-09-21,shot,gun,66,M,W,Madison,WI,False,other,Not fleeing,False
1618,2016-09-21,shot,vehicle,43,M,H,Lincoln,NM,True,attack,Foot,True
1619,2016-09-22,shot,gun,21,M,B,Dallas,TX,False,other,Not fleeing,False
1620,2016-09-22,shot,gun,49,M,W,Lincoln,OH,False,other,Car,False
1621,2016-09-23,shot,knife,85,M,W,Madison,MN,False,other,Not fleeing,False
1622,2016-09-23,shot,vehicle,21,M,H,Aurora,CO,False,attack,Not fleeing,False
1623,2016-09-23,shot,gun,74,M,W,Denver,CO,False,other,Not fleeing,True
1624,2016-09-24,shot,knife,40,M,B,Dallas,TX,True,attack,Not fleeing,False
1625,2016-09-24,shot,gun,35,M,B,Los Angeles,CA,False,other,Not fleeing,False
1626,2016-09-24,shot,vehicle,34,M,H,Lincoln,IL,False,other,Not fleeing,False
1627,2016-09-25,shot,knife,46,M,O,Lincoln,MD,False,other,Not fleeing,False
1628,2016-09-25,shot,gun,35,M,B,Georgetown,WI,True,attack,Foot,False
1629,2016-09-26,shot,undetermined,28,M,W,Springfield,VA,False,other,Not fleeing,False
1630,2016-09-26,shot,unarmed,34,M,O,Miami,FL,True,attack,Foot,False
1631,2016-09-26,shot and Tasered,other,46,M,B,Los Angeles,CA,False,attack,Not fleeing,False
1632,2016-09-27,shot,gun,52,M,W,Springfield,MN,False,attack,Foot,False
1633,2016-09-27,shot,knife,77,F,W,Aurora,CO,False,other,Car,False
1634,2016-09-28,shot,unarmed,42,M,H,Tempe,AZ,False,attack,Not fleeing,False
1635,2016-09-28,shot,gun,64,M,W,Riverside,OR,False,attack,Not fleeing,False
1636,2016-09-28,shot,undetermined,38,M,B,Riverside,MO,False,other,Not fleeing,False
1637,2016-09-29,shot,gun,40,M,B,Dallas,TX,False,other,Car,True
1638,2016-09-29,shot,gun,39,M,W,Madison,NM,False,attack,Not fleeing,True
1639,2016-09-30,shot,gun,44,M,B,Georgetown,MI,False,attack,Not fleeing,False
1640,2016-09-30,shot,knife,55,M,W,Oakland,CA,True,attack,Not fleeing,False
1641,2016-09-30,Tasered,gun,35,M,W,Madison,MS,False,undetermined,Not fleeing,False
1642,2016-10-01,shot,gun,30,M,B,Springfield,GA,False,other,Not fleeing,True
1643,2016-10-01,shot,knife,57,M,W,Lincoln,WA,False,undetermined,Not fleeing,False
1644,2016-10-01,shot,gun,55,M,H,Springfield,KY,False,other,Other,True
1645,2016-10-02,shot,unarmed,68,M,H,Riverside,MN,False,undetermined,Foot,False
1646,2016-10-02,shot,gun,33,M,H,Miami,FL,False,attack,Not fleeing,False
1647,2016-10-03,shot and Tasered,gun,38,M,W,San Antonio,TX,True,other,Not fleeing,True
1648,2016-10-03,shot,gun,58,M,W,San Francisco,CA,False,other,Not fleeing,False
1649,2016-10-03,shot,gun,35,M,B,Lincoln,LA,True,attack,Not fleeing,False
1650,2016-10-04,shot,gun,51,M,O,San Francisco,CA,False,attack,Not fleeing,False
1651,2016-10-04,shot,gun,38,M,H,Springfield,GA,False,attack,Not fleeing,False
1652,2016-10-05,shot,gun,46,M,H,Oakland,CA,False,other,Not fleeing,False
1653,2016-10-05,shot,unarmed,28,M,W,Georgetown,GA,True,attack,Foot,False
1654,2016-10-05,shot,gun,42,F,W,Oakland,CA,False,other,Not fleeing,False
1655,2016-10-06,shot,gun,18,M,B,Riverside,AR,True,other,Not fleeing,False
1656,2016-10-06,shot,gun,62,M,W,Fort Worth,TX,True,other,Car,False
1657,2016-10-07,shot,gun,54,M,W,Mesa,AZ,False,undetermined,Other,False
1658,2016-10-07,shot,gun,30,M,O,Lincoln,MS,False,other,Not fleeing,False
1659,2016-10-07,shot and Tasered,gun,75,M,W,Georgetown,IL,True,attack,Car,True
1660,2016-10-08,shot,gun,61,M,W,Tampa,FL,False,attack,Foot,False
1661,2016-10-08,shot,undetermined,28,M,W,San Diego,CA,False,attack,Foot,False
1662,2016-10-08,shot,undetermined,34,M,O,Riverside,NV,False,attack,Car,False
1663,2016-10-09,shot,knife,29,M,B,Riverside,GA,False,attack,Foot,False
1664,2016-10-09,shot,gun,46,M,B,Lincoln,MD,False,attack,Not fleeing,False
1665,2016-10-10,shot,unarmed,34,M,N,Lincoln,NC,False,other,Not fleeing,False
1666,2016-10-10,shot,vehicle,22,M,W,Denver,CO,False,other,Not fleeing,True
1667,2016-10-10,shot,vehicle,40,F,B,Lincoln,NC,False,attack,Not fleeing,False
1668,2016-10-11,shot,gun,56,M,W,Riverside,IL,False,attack,Not fleeing,False
1669,2016-10-11,shot,vehicle,42,M,W,Madison,OR,False,attack,Foot,False
1670,2016-10-12,shot,unarmed,49,M,H,Los Angeles,CA,False,other,Foot,False
1671,2016-10-12,shot,knife,44,M,H,Lincoln,WA,False,attack,Not fleeing,False
1672,2016-10-12,shot,vehicle,53,M,W,San Diego,CA,False,other,Other,False
1673,2016-10-13,shot,vehicle,45,M,W,Riverside,OH,False,undetermined,Not fleeing,False
1674,2016-10-13,shot,gun,39,M,B,Georgetown,NM,False,other,Not fleeing,False
1675,2016-10-14,shot and Tasered,unarmed,42,M,W,Denver,CO,False,other,Car,True
1676,2016-10-14,shot,vehicle,69,M,W,Madison,IN,False,attack,Not fleeing,False
1677,2016-10-14,shot,undetermined,50,M,W,Riverside,PA,False,other,Not fleeing,False
1678,2016-10-15,shot,undetermined,30,M,W,Riverside,IN,False,other,Other,False
1679,2016-10-15,shot and Tasered,gun,42,M,H,Springfield,MD,False,other,Not fleeing,False
1680,2016-10-16,shot,gun,46,M,W,Los Angeles,CA,False,other,Car,True
1681,2016-10-16,shot,gun,39,M,W,Jacksonville,FL,True,other,Other,False
1682,2016-10-16,shot,other,22,M,B,Lincoln,GA,True,other,Foot,True
1683,2016-10-17,shot,gun,30,M,A,Houston,TX,False,attack,Not fleeing,False
1684,2016-10-17,shot,gun,35,M,W,Springfield,OH,False,attack,Not fleeing,False
1685,2016-10-17,shot,gun,78,M,W,Madison,OH,False,attack,Not fleeing,False
1686,2016-10-18,shot,gun,48,M,W,Lincoln,WI,False,attack,Not fleeing,False
1687,2016-10-18,shot,knife,25,M,H,Riverside,NC,False,attack,Other,False
1688,2016-10-19,shot,vehicle,40,M,B,Lincoln,VA,False,other,Foot,False
1689,2016-10-19,shot,gun,65,F,H,Lincoln,IN,False,undetermined,Not fleeing,False
1690,2016-10-19,shot,vehicle,33,M,O,Springfield,NM,False,undetermined,Other,True
1691,2016-10-20,shot,knife,59,M,H,Houston,TX,False,other,Not fleeing,False
1692,2016-10-20,shot,gun,25,M,B,Lincoln,WA,False,attack,Car,False
1693,2016-10-21,shot,gun,18,M,B,Boulder,CO,False,undetermined,Not fleeing,False
1694,2016-10-21,shot,undetermined,62,M,W,Georgetown,GA,False,other,Not fleeing,False
1695,2016-10-21,shot,gun,35,M,O,Fort Collins,CO,False,attack,Not fleeing,False
1696,2016-10-22,shot,gun,22,M,W,Georgetown,AL,True,other,Car,True
1697,2016-10-22,shot,knife,36,M,W,Lincoln,NC,True,attack,Not fleeing,False
1698,2016-10-23,shot,undetermined,44,M,B,Springfield,WA,True,undetermined,Foot,False
1699,2016-10-23,shot,gun,48,M,W,Springfield,MN,False,attack,Foot,False
1700,2016-10-23,shot,knife,19,M,B,Los Angeles,CA,False,other,Not fleeing,False
1701,2016-10-24,shot,gun,33,M,B,Riverside,OH,False,other,Car,False
1702,2016-10-24,shot,gun,42,M,W,Springfield,VA,False,attack,Not fleeing,False
1703,2016-10-24,shot,gun,48,M,H,Houston,TX,True,other,Not fleeing,False
1704,2016-10-25,Tasered,gun,29,M,W,Lincoln,MO,False,other,Foot,True
1705,2016-10-25,shot,gun,38,M,W,Fort Lauderdale,FL,False,attack,Not fleeing,False
1706,2016-10-26,shot,gun,33,M,B,Georgetown,MS,False,other,Foot,False
1707,2016-10-26,shot and Tasered,gun,44,M,B,Phoenix,AZ,False,attack,Not fleeing,False
1708,2016-10-26,shot,unarmed,61,M,H,Phoenix,AZ,False,other,Not fleeing,False
1709,2016-10-27,shot,other,36,M,W,Springfield,MO,False,other,Other,False
1710,2016-10-27,shot,gun,26,M,B,Austin,TX,False,other,Not fleeing,False
1711,2016-10-28,shot,gun,32,M,W,Jacksonville,FL,True,attack,Car,False
1712,2016-10-28,shot,gun,74,M,O,Lincoln,NC,False,attack,Not fleeing,False
1713,2016-10-28,shot,knife,30,M,W,Boulder,CO,False,other,Not fleeing,False
1714,2016-10-29,shot,knife,27,M,H,Riverside,NY,False,attack,Not fleeing,False
1715,2016-10-29,shot,gun,36,M,W,Georgetown,MO,False,attack,Not fleeing,True
1716,2016-10-30,shot,gun,40,M,W,Lincoln,LA,False,other,Car,False
1717,2016-10-30,shot,knife,34,M,B,Madison,TN,False,other,Not fleeing,False
1718,2016-10-30,shot,gun,25,M,A,Tucson,AZ,False,attack,Not fleeing,False
1719,2016-10-31,shot and Tasered,knife,46,M,B,Houston,TX,False,other,Car,False
1720,2016-10-31,shot,other,44,M,O,Georgetown,MD,False,attack,Foot,True
1721,2016-10-31,shot,vehicle,52,M,B,Riverside,AR,False,other,Car,False
1722,2016-11-01,shot,gun,44,M,B,Tampa,FL,False,attack,Not fleeing,True
1723,2016-11-01,shot,vehicle,72,F,W,Riverside,GA,False,other,Car,False
1724,2016-11-02,shot,gun,54,M,H,Georgetown,WA,False,other,Not fleeing,False
1725,2016-11-02,shot,vehicle,50,M,W,Lincoln,NY,False,attack,Not fleeing,False
1726,2016-11-02,shot,undetermined,62,M,A,Springfield,TN,True,other,Car,False
1727,2016-11-03,shot,gun,43,M,N,Sacramento,CA,False,attack,Car,True
1728,2016-11-03,shot,gun,38,M,O,Lincoln,NV,False,other,Foot,False
1729,2016-11-04,shot,gun,46,M,B,Oakland,CA,False,undetermined,Other,False
1730,2016-11-04,shot,gun,22,M,B,Lincoln,OH,False,attack,Car,False
1731,2016-11-04,shot,knife,43,M,H,Lincoln,AL,False,other,Not fleeing,False
1732,2016-11-05,shot,vehicle,40,M,W,Georgetown,NC,False,attack,Not fleeing,False
1733,2016-11-05,shot,gun,47,M,B,Fort Worth,TX,True,attack,Not fleeing,False
1734,2016-11-06,shot,gun,59,M,W,Madison,MN,False,other,Not fleeing,False
1735,2016-11-06,shot,knife,50,M,B,Lincoln,NM,False,attack,Not fleeing,False
1736,2016-11-06,shot,gun,32,M,W,Riverside,MD,False,attack,Other,False
1737,2016-11-07,Tasered,knife,55,M,W,Springfield,GA,False,other,Car,False
1738,2016-11-07,shot,gun,72,M,W,Houston,TX,False,attack,Not fleeing,False
1739,2016-11-07,shot,knife,59,M,W,Georgetown,IN,True,other,Not fleeing,True
1740,2016-11-08,shot,knife,27,M,B,Georgetown,NY,False,other,Not fleeing,False
1741,2016-11-08,Tasered,knife,50,M,W,Madison,MS,False,undetermined,Not fleeing,False
1742,2016-11-09,shot,gun,28,M,B,Fort Collins,CO,False,other,Car,False
1743,2016-11-09,shot,vehicle,37,M,W,Tempe,AZ,True,attack,Not fleeing,True
1744,2016-11-09,shot,knife,47,M,B,Georgetown,MN,False,other,Foot,False
1745,2016-11-10,shot,knife,45,M,B,Springfield,WA,True,attack,Not fleeing,False
1746,2016-11-10,shot,gun,59,M,B,Austin,TX,False,attack,Not fleeing,False
1747,2016-11-11,shot,gun,72,M,H,Tampa,FL,False,other,Not fleeing,False
1748,2016-11-11,shot,unarmed,48,M,W,Georgetown,OH,False,attack,Foot,True
1749,2016-11-11,shot,gun,36,F,H,Oakland,CA,False,other,Not fleeing,True
1750,2016-11-12,shot,gun,22,M,W,Georgetown,OH,False,other,Not fleeing,False
1751,2016-11-12,shot,gun,65,M,B,Springfield,NC,False,undetermined,Not fleeing,True
1752,2016-11-13,shot,knife,40,M,B,Georgetown,VA,False,undetermined,Not fleeing,False
1753,2016-11-13,shot,gun,40,M,W,Boulder,CO,False,attack,Other,False
1754,2016-11-13,shot,gun,41,M,B,Springfield,MN,False,attack,Car,False
1755,2016-11-14,shot,gun,48,M,B,Fort Worth,TX,True,attack,Not fleeing,False
1756,2016-11-14,shot,gun,48,M,W,Lincoln,MO,False,other,Car,False
1757,2016-11-14,shot,undetermined,37,M,W,Sacramento,CA,False,attack,Not fleeing,False
1758,2016-11-15,shot,gun,39,M,W,Springfield,IL,True,undetermined,Not fleeing,False
1759,2016-11-15,shot,vehicle,33,M,O,Lincoln,MI,False,attack,Not fleeing,False
1760,2016-11-16,shot,gun,32,M,B,Madison,AL,False,attack,Foot,False
1761,2016-11-16,shot,unarmed,32,M,W,Georgetown,LA,False,undetermined,Other,False
1762,2016-11-16,shot,gun,39,M,W,Madison,OH,False,undetermined,Foot,False
1763,2016-11-17,shot and Tasered,gun,30,M,B,Lincoln,AR,False,attack,Not fleeing,False
1764,2016-11-17,shot and Tasered,knife,18,M,H,Springfield,IN,True,attack,Foot,True
1765,2016-11-18,shot,gun,36,M,W,Springfield,MN,True,other,Not fleeing,False
1766,2016-11-18,Tasered,gun,27,M,W,Madison,GA,True,attack,Foot,True
1767,2016-11-18,shot,gun,42,M,A,Lincoln,MI,True,attack,Not fleeing,False
1768,2016-11-19,shot and Tasered,gun,33,M,W,Fort Worth,TX,False,other,Not fleeing,False
1769,2016-11-19,shot,vehicle,48,M,W,Jacksonville,FL,False,other,Foot,True
1770,2016-11-20,shot,undetermined,28,M,O,Sacramento,CA,False,attack,Not fleeing,True
1771,2016-11-20,shot,gun,23,M,B,Miami,FL,True,attack,Not fleeing,False
1772,2016-11-20,shot,gun,39,M,W,Riverside,MD,True,attack,Not fleeing,False
1773,2016-11-21,shot and Tasered,gun,35,M,W,Georgetown,MS,False,other,Car,False
1774,2016-11-21,shot,gun,26,M,W,Georgetown,VA,False,other,Car,False
1775,2016-11-22,shot,gun,54,M,W,Springfield,PA,True,other,Car,False
1776,2016-11-22,shot,vehicle,29,M,A,Lincoln,WA,False,undetermined,Not fleeing,False
1777,2016-11-22,shot,gun,32,M,W,Springfield,NV,False,other,Foot,True
1778,2016-11-23,shot,vehicle,57,M,H,Lincoln,GA,True,attack,Not fleeing,False
1779,2016-11-23,shot,gun,49,M,N,Riverside,AR,False,other,Not fleeing,True
1780,2016-11-23,shot,vehicle,28,M,W,Riverside,OK,False,other,Not fleeing,True
1781,2016-11-24,shot,knife,36,M,W,Madison,OK,False,other,Foot,False
1782,2016-11-24,shot,gun,27,M,B,Lincoln,NY,False,other,Not fleeing,False
1783,2016-11-25,shot,knife,56,M,N,Springfield,NM,False,attack,Foot,False
1784,2016-11-25,shot,gun,56,M,H,Miami,FL,False,attack,Foot,False
1785,2016-11-25,shot,gun,77,M,W,Springfield,GA,False,other,Not fleeing,False
1786,2016-11-26,shot,gun,85,M,H,Madison,VA,False,attack,Foot,True
1787,2016-11-26,shot,gun,33,M,B,Georgetown,OH,True,attack,Not fleeing,False
1788,2016-11-27,shot,gun,52,M,N,Springfield,NM,False,attack,Not fleeing,False
1789,2016-11-27,shot,gun,22,M,W,Colorado Springs,CO,False,undetermined,Car,False
1790,2016-11-27,shot,gun,44,M,B,Denver,CO,False,attack,Car,False
1791,2016-11-28,shot,gun,47,M,A,Springfield,NM,False,other,Not fleeing,False
1792,2016-11-28,shot,other,30,M,W,Springfield,OH,False,undetermined,Not fleeing,False
1793,2016-11-29,shot,vehicle,32,M,B,Georgetown,WA,False,undetermined,Not fleeing,False
1794,2016-11-29,shot,gun,56,M,W,Phoenix,AZ,False,other,Not fleeing,False
1795,2016-11-29,shot,knife,48,M,W,Fort Lauderdale,FL,False,other,Not fleeing,False
1796,2016-11-30,shot,knife,73,M,W,Georgetown,TN,False,attack,Not fleeing,False
1797,2016-11-30,shot,gun,69,M,O,San Antonio,TX,False,undetermined,Not fleeing,False
1798,2016-11-30,shot,gun,24,M,W,Riverside,NM,False,attack,Car,False
1799,2016-12-01,shot,undetermined,34,M,B,Springfield,VA,False,attack,Not fleeing,False
1800,2016-12-01,shot,vehicle,29,M,B,Houston,TX,False,attack,Not fleeing,True
1801,2016-12-02,shot,vehicle,53,M,W,Springfield,OK,False,attack,Not fleeing,False
1802,2016-12-02,shot,gun,45,M,B,Georgetown,MO,False,other,Not fleeing,False
1803,2016-12-02,shot,knife,29,M,H,Austin,TX,False,attack,Foot,False
1804,2016-12-03,shot,gun,31,M,A,Orlando,FL,True,attack,Car,False
1805,2016-12-03,shot,vehicle,63,M,B,Springfield,GA,False,attack,Not fleeing,False
1806,2016-12-04,shot,vehicle,35,M,B,Lincoln,OK,False,other,Foot,False
1807,2016-12-04,shot,gun,22,M,W,Lincoln,PA,True,other,Not fleeing,False
1808,2016-12-04,shot,knife,28,M,O,Lincoln,NY,True,attack,Not fleeing,False
1809,2016-12-05,shot,knife,79,M,W,Riverside,MD,True,attack,Not fleeing,False
1810,2016-12-05,shot,gun,58,M,H,Lincoln,MD,True,attack,Not fleeing,False
1811,2016-12-06,shot,gun,27,M,W,Springfield,PA,True,attack,Foot,False
1812,2016-12-06,shot and Tasered,undetermined,44,M,O,Springfield,VA,False,undetermined,Not fleeing,False
1813,2016-12-06,shot,other,57,M,H,Mesa,AZ,True,attack,Not fleeing,False
1814,2016-12-07,shot,vehicle,24,M,H,Georgetown,NM,False,other,Not fleeing,False
1815,2016-12-07,shot,gun,59,M,W,Lincoln,PA,True,attack,Foot,False
1816,2016-12-07,shot,gun,48,M,W,Georgetown,AL,False,attack,Other,False
1817,2016-12-08,shot,gun,32,M,B,Georgetown,NY,False,other,Foot,False
1818,2016-12-08,shot,knife,50,M,H,Fort Lauderdale,FL,False,attack,Not fleeing,False
1819,2016-12-09,shot,vehicle,45,M,W,Georgetown,NY,False,other,Car,False
1820,2016-12-09,shot,undetermined,46,M,O,Boulder,CO,True,attack,Not fleeing,False
1821,2016-12-09,shot,unarmed,43,M,A,Springfield,OK,False,other,Not fleeing,False
1822,2016-12-10,shot,gun,30,M,W,Riverside,OH,False,other,Not fleeing,False
1823,2016-12-10,shot,gun,32,M,H,Lincoln,AR,False,other,Car,False
1824,2016-12-11,shot,undetermined,38,M,B,Lincoln,OK,False,attack,Not fleeing,False
1825,2016-12-11,shot,unarmed,41,M,B,Springfield,OK,True,undetermined,Car,False
1826,2016-12-11,shot,gun,52,M,W,Houston,TX,False,other,Foot,True
1827,2016-12-12,shot and Tasered,gun,80,M,B,Georgetown,MN,False,other,Not fleeing,False
1828,2016-12-12,shot,gun,44,M,H,Riverside,AR,True,attack,Not fleeing,False
1829,2016-12-13,shot,knife,51,M,W,Lincoln,VA,False,attack,Not fleeing,False
1830,2016-12-13,shot,gun,56,M,B,Mesa,AZ,False,other,Foot,False
1831,2016-12-13,Tasered,gun,53,M,H,Springfield,NY,True,other,Car,False
1832,2016-12-14,shot,knife,30,M,H,San Antonio,TX,False,other,Car,False
1833,2016-12-14,shot,gun,65,M,W,Lincoln,NY,True,attack,Car,True
1834,2016-12-14,shot,other,61,M,H,Houston,TX,False,attack,Car,False
1835,2016-12-15,shot,gun,43,M,B,Lincoln,NY,False,attack,Not fleeing,False
1836,2016-12-15,shot,gun,30,M,W,Springfield,TN,True,attack,Not fleeing,False
1837,2016-12-16,shot,gun,41,M,W,Lincoln,GA,True,attack,Not fleeing,False
1838,2016-12-16,shot,gun,24,M,B,Madison,WA,False,undetermined,Foot,False
1839,2016-12-16,shot,gun,69,F,A,Riverside,NM,True,attack,Not fleeing,False
1840,2016-12-17,shot,gun,33,M,W,Los Angeles,CA,False,attack,Other,False
